monthly_sales,category_code,time,category_name,high_level_category,is_subset,cv,year,yoy_growth,cpi_index,inflation_adjusted_sales
99414.0,441,2018-09-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332,2018,-1.4092329052412311,252.439,39381.39510931353
768.0,44811,2018-09-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098,2018,-1.158301158301156,252.439,304.23191345235875
8019.0,4413,2018-09-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359,2018,1.7381375285460576,252.439,3176.609002570918
455855.0,44Z72,2018-09-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524,2018,2.8231218097212185,252.439,180580.25899326173
44178.0,447,2018-09-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362,2018,8.215755437977656,252.439,17500.465458982173
3346.0,44812,2018-09-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283,2018,3.7197768133911957,252.439,1325.4687270984277
16133.0,4481,2018-09-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107,2018,1.3570396431488385,252.439,6390.850859019407
17621.0,4423X,2018-09-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385,2018,2.572908783980443,252.439,6980.300191333352
438880.0,44000,2018-09-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272,2018,2.9616005405202595,252.439,173855.86220829588
459751.0,44Z72,2018-10-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524,2018,3.5325989046623985,252.885,181802.40030053188
40934.0,45291,2018-10-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292,2018,3.269589787577587,252.885,16186.804278624671
7797.0,443,2018-10-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352,2018,1.3255360623781742,252.885,3083.2196452933154
61698.0,722,2018-10-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256,2018,5.852076792423699,252.885,24397.651106234058
2698.0,44831,2018-10-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883,2018,1.1623547056617944,252.885,1066.8881111967892
3430.0,44812,2018-10-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283,2018,5.635971666153372,252.885,1356.3477469996244
108378.0,4400C,2018-10-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685,2018,1.5888192120581568,252.885,42856.6344385788
6380.0,451,2018-10-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443,2018,-9.06499429874572,252.885,2522.885896751488
50198.0,4541,2018-10-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212,2018,14.171992630836773,252.885,19850.129505506455
27431.0,4441,2018-10-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988,2018,5.4795047296777755,252.885,10847.223046048599
22407.0,448,2018-10-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514,2018,3.001746805185257,252.885,8860.549261522036
3164.0,4482,2018-10-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816,2018,6.92801622169652,252.885,1251.1615951914903
3148.0,45431,2018-10-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976,2018,23.06489444878812,252.885,1244.834608616565
63058.0,445,2018-10-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656,2018,2.3668831168831117,252.885,24935.444965102717
31608.0,444,2018-10-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784,2018,6.986190089358235,252.885,12498.961978765052
92093.0,441X,2018-10-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178,2018,-1.827155755967036,252.885,36416.94841528758
359660.0,44W72,2018-10-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234,2018,5.00470048289432,252.885,142222.74947110348
443924.0,44000,2018-10-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272,2018,4.070461200156594,252.885,175543.8242679479
9915.0,442,2018-10-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764,2018,0.9263029315961013,252.885,3920.75449314906
16358.0,4481,2018-10-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107,2018,3.0684896981916676,252.885,6468.552899539317
23675.0,44611,2018-10-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238,2018,3.2040104620749688,252.885,9361.96294758487
17712.0,4423X,2018-10-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385,2018,1.101661053713121,252.885,7003.974138442375
59320.0,452,2018-10-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407,2018,2.4171270718231996,252.885,23457.302726535778
58016.0,454,2018-10-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308,2018,13.895323726883667,252.885,22941.65332067936
28595.0,446,2018-10-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862,2018,3.62760020294266,252.885,11307.51131937442
405531.0,44Y72,2018-10-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675,2018,5.799343598520235,252.885,160361.82454475353
4652.0,4453,2018-10-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873,2018,3.723522853957628,252.885,1839.571346659549
47591.0,4529,2018-10-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052,2018,3.6321668880517466,252.885,18819.226130454554
768.0,44811,2018-10-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098,2018,2.8112449799196693,252.885,303.69535559641736
10866.0,453,2018-10-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801,2018,5.026097042335209,252.885,4296.8147576961865
45871.0,447,2018-10-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362,2018,12.473028638681827,252.885,18139.075073650078
56408.0,4451,2018-10-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436,2018,2.188405797101445,252.885,22305.791169899363
505622.0,44X72,2018-10-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846,2018,4.284641784641785,252.885,199941.47537418193
343833.0,4400A,2018-10-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359,2018,5.7898866206175015,252.885,135964.1734385195
100091.0,441,2018-10-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332,2018,-1.432848167333034,252.885,39579.6508294284
7998.0,4413,2018-10-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359,2018,3.3466856182969407,252.885,3162.702414140815
11729.0,4521E,2018-10-01,Department Stores,Department Stores,False,0.08625376047961941,2018,-2.2338918062849045,252.885,4638.076596081222
6657.0,45299,2018-10-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059,2018,5.918854415274466,252.885,2632.421851829883
3013.0,45431,2018-11-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976,2018,5.68221676604701,252.038,1195.4546536633363
344725.0,4400A,2018-11-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359,2018,4.326812497730215,252.038,136775.01011752195
22464.0,448,2018-11-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514,2018,1.9792990739059269,252.038,8912.94169926757
29102.0,446,2018-11-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862,2018,4.887190946442721,252.038,11546.671533657624
10863.0,453,2018-11-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801,2018,2.5682182985553803,252.038,4310.064355374982
17698.0,4423X,2018-11-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385,2018,-0.8015245782187153,252.038,7021.957006483149
6940.0,45299,2018-11-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059,2018,9.567413956425641,252.038,2753.5530356533536
7971.0,4413,2018-11-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359,2018,0.9882174078297279,252.038,3162.6183353303863
3503.0,44812,2018-11-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283,2018,7.718327183271834,252.038,1389.8697815408786
61431.0,722,2018-11-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256,2018,4.247556339940273,252.038,24373.705552337346
3180.0,4482,2018-11-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816,2018,5.542648523066718,252.038,1261.7145033685397
463748.0,44Z72,2018-11-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524,2018,3.474066107662588,252.038,183999.23821011116
6428.0,451,2018-11-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443,2018,-9.617547806524184,252.038,2550.409065299677
2671.0,44831,2018-11-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883,2018,-2.4113993423456326,252.038,1059.760829716154
406156.0,44Y72,2018-11-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675,2018,4.3148172880346,252.038,161148.71566985932
780.0,44811,2018-11-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098,2018,4.8387096774193505,252.038,309.4771423356795
507278.0,44X72,2018-11-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846,2018,3.5233759104350337,252.038,201270.44334584466
101122.0,441,2018-11-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332,2018,0.46196489066829827,252.038,40121.72767598536
16418.0,4481,2018-11-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107,2018,2.5804436113714413,252.038,6514.097080598956
362626.0,44W72,2018-11-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234,2018,4.346499923745606,252.038,143877.51053412582
9928.0,442,2018-11-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764,2018,-0.0905705947469082,252.038,3939.0885501392645
24069.0,44611,2018-11-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238,2018,4.679685121558741,252.038,9549.750434458296
60005.0,452,2018-11-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407,2018,2.8945247526450224,252.038,23807.91785365699
7770.0,443,2018-11-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352,2018,-1.6953441295546545,252.038,3082.8684563438846
48132.0,4529,2018-11-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052,2018,4.105203962451864,252.038,19097.12027551401
43530.0,447,2018-11-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362,2018,4.051631409107204,252.038,17271.2051357335
56569.0,4451,2018-11-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436,2018,2.4077191839099177,252.038,22444.63136511161
26975.0,4441,2018-11-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988,2018,2.383573082324353,252.038,10702.751172442251
52591.0,4541,2018-11-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212,2018,14.5598710436317,252.038,20866.29793919964
60461.0,454,2018-11-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308,2018,13.482112691917859,252.038,23988.84295225323
30952.0,444,2018-11-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784,2018,3.16645556962869,252.038,12280.687832787118
109160.0,4400C,2018-11-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685,2018,1.25595977960411,252.038,43310.929304311256
4677.0,4453,2018-11-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873,2018,4.304192685102581,252.038,1855.672557312786
41192.0,45291,2018-11-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292,2018,3.23809523809524,252.038,16343.567239860655
63222.0,445,2018-11-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656,2018,2.503323713479677,252.038,25084.312683008116
445847.0,44000,2018-11-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272,2018,3.4243826623519658,252.038,176896.73779350732
11873.0,4521E,2018-11-01,Department Stores,Department Stores,False,0.08625376047961941,2018,-1.7379789787304478,252.038,4710.797578142978
93151.0,441X,2018-11-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178,2018,0.4171877021258208,252.038,36959.109340654984
102208.0,441,2018-12-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332,2018,1.719745222929947,251.233,40682.55364542078
27925.0,446,2018-12-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862,2018,1.1225783088900876,251.233,11115.179932572551
435613.0,44000,2018-12-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272,2018,0.5340423125832272,251.233,173390.04032113616
108112.0,4400C,2018-12-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685,2018,0.20019277823088988,251.233,43032.5633973244
48036.0,4529,2018-12-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052,2018,2.684908080376225,251.233,19120.099668435276
46095.0,4541,2018-12-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212,2018,-0.7407566915738961,251.233,18347.51008028404
333405.0,4400A,2018-12-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359,2018,0.176071678600076,251.233,132707.48667571536
61360.0,722,2018-12-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256,2018,3.5087719298245723,251.233,24423.543085502304
53907.0,454,2018-12-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308,2018,-0.40277136258660695,251.233,21456.97420322967
10656.0,453,2018-12-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801,2018,-0.14056789429294225,251.233,4241.481015630908
2882.0,45431,2018-12-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976,2018,-9.171131421367795,251.233,1147.142294204981
